env,env_label,method,seed,random_repeat,goal_offset,eval_budget,num_tasks,success_rate,distance_to_goal,eval_task_seed,policy_seed,elapsed_seconds,status,result_dir,metrics_path,final_training_run
ogbcube,OGBench-Cube,sigreg,0,,70,140,100,62.0,nan,65028,75028,923.6727602481842,ok,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/sigreg/offset_70,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/sigreg/offset_70/metrics.json,cube_sigreg_seed0
ogbcube,OGBench-Cube,random,,0,70,140,100,41.0,nan,65028,75028,138.24380445480347,ok,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/random/offset_70,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/random/offset_70/metrics.json,
ogbcube,OGBench-Cube,forward_only,0,,85,170,100,45.0,nan,65029,75029,905.258136510849,ok,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/forward_only/offset_85,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/forward_only/offset_85/metrics.json,cube_forward_only_seed0
ogbcube,OGBench-Cube,inverse,0,,85,170,100,81.0,nan,65029,75029,1007.2224521636963,ok,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/inverse/offset_85,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/inverse/offset_85/metrics.json,cube_inverse_lambda_1_seed0
ogbcube,OGBench-Cube,sigreg,0,,85,170,100,62.0,nan,65029,75029,1011.4299206733704,ok,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/sigreg/offset_85,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/sigreg/offset_85/metrics.json,cube_sigreg_seed0
ogbcube,OGBench-Cube,random,,0,85,170,100,46.0,nan,65029,75029,149.01734614372253,ok,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/random/offset_85,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/random/offset_85/metrics.json,
ogbcube,OGBench-Cube,forward_only,0,,100,200,100,50.0,nan,65030,75030,1219.6015253067017,ok,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/forward_only/offset_100,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/forward_only/offset_100/metrics.json,cube_forward_only_seed0
ogbcube,OGBench-Cube,inverse,0,,100,200,100,86.0,nan,65030,75030,1216.629234790802,ok,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/inverse/offset_100,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/inverse/offset_100/metrics.json,cube_inverse_lambda_1_seed0
ogbcube,OGBench-Cube,sigreg,0,,100,200,100,67.0,nan,65030,75030,1138.6019976139069,ok,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/sigreg/offset_100,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/sigreg/offset_100/metrics.json,cube_sigreg_seed0
ogbcube,OGBench-Cube,random,,0,100,200,100,46.0,nan,65030,75030,169.36079096794128,ok,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/random/offset_100,/lustre/home/pivashkov/projects/latent-world-models/experiments/horizon_sweep/results/ogbcube/random/offset_100/metrics.json,
